tracking_number,package_type,carrier,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_city,origin_state,origin_zip,destination_city,destination_state,destination_zip,current_status,estimated_delivery,actual_delivery,special_handling,insurance_value,signature_required,description
DHL513196380,Standard,DHL,40.24,98.3,17.05,26.04,43643.43,personperson,Kentucky,93667,personperson,Delaware,56810,PackageStatus.DELIVERED,2025-05-13 07:17:01,,False,,False,"Standard package weighing 40.24kg, dimensions: 98.3x17.05x26.04cm, volume: 43643.43cm³"
Ama951751378,Overnight,Amazon Logistics,5.71,61.4,74.46,85.8,392264.22,personperson,California,89793,personperson,Oklahoma,61779,PackageStatus.IN_TRANSIT,2025-05-11 23:29:55,,False,2879.7,False,"Overnight package weighing 5.71kg, dimensions: 61.4x74.46x85.8cm, volume: 392264.22cm³"
UPS207049520,Hazardous Materials,UPS,6.03,66.39,99.25,31.01,204331.32,personperson,Maine,97367,person person,Wyoming,21732,PackageStatus.DELIVERED,2025-05-01 12:15:45,,True,,False,"Hazardous Materials package weighing 6.03kg, dimensions: 66.39x99.25x31.01cm, volume: 204331.32cm³"
UPS591170852,Express,UPS,33.01,35.08,19.89,47.23,32954.32,personperson,Michigan,42446,person person,Ohio,04022,PackageStatus.DELIVERED,2025-05-01 20:32:55,,False,2319.96,True,"Express package weighing 33.01kg, dimensions: 35.08x19.89x47.23cm, volume: 32954.32cm³"
Ama694295018,Express,Amazon Logistics,35.01,62.87,36.58,84.99,195458.69,person person,North Carolina,24339,person personperson,Florida,76129,PackageStatus.OUT_FOR_DELIVERY,2025-05-08 14:06:32,,False,4464.8,True,"Express package weighing 35.01kg, dimensions: 62.87x36.58x84.99cm, volume: 195458.69cm³"
Fed856489279,Priority,FedEx,37.91,74.79,30.77,90.9,209187.11,personperson,Washington,46646,personperson,Delaware,30460,PackageStatus.IN_TRANSIT,2025-05-12 22:33:59,,False,,True,"Priority package weighing 37.91kg, dimensions: 74.79x30.77x90.9cm, volume: 209187.11cm³"
Ama874147846,Standard,Amazon Logistics,47.54,39.84,66.7,39.46,104858.16,personperson,Arizona,21955,person personperson,Tennessee,56972,PackageStatus.IN_TRANSIT,2025-05-07 21:46:49,,False,,True,"Standard package weighing 47.54kg, dimensions: 39.84x66.7x39.46cm, volume: 104858.16cm³"
Fed113438786,Hazardous Materials,FedEx,26.81,56.17,75.1,65.47,276176.49,person personperson,Tennessee,46857,personperson,Massachusetts,24873,PackageStatus.IN_TRANSIT,2025-05-10 08:00:31,,True,4960.25,True,"Hazardous Materials package weighing 26.81kg, dimensions: 56.17x75.1x65.47cm, volume: 276176.49cm³"
UPS275396749,Priority,UPS,25.72,61.8,44.95,92.59,257206.69,person person,Illinois,48634,personperson,Vermont,83071,PackageStatus.IN_TRANSIT,2025-05-12 10:38:37,,False,,False,"Priority package weighing 25.72kg, dimensions: 61.8x44.95x92.59cm, volume: 257206.69cm³"
UPS344457282,Overnight,UPS,35.38,40.38,62.74,47.92,121402.5,personperson,New Jersey,63681,person person,Wisconsin,76656,PackageStatus.PROCESSING,2025-05-11 14:30:13,,False,,False,"Overnight package weighing 35.38kg, dimensions: 40.38x62.74x47.92cm, volume: 121402.5cm³"
DHL98036461,Priority,DHL,48.99,86.17,96.33,32.94,273426.91,person personperson,South Carolina,58983,person personperson,Maryland,60980,PackageStatus.IN_TRANSIT,2025-05-06 18:44:57,,False,1458.58,False,"Priority package weighing 48.99kg, dimensions: 86.17x96.33x32.94cm, volume: 273426.91cm³"
Fed255987796,Refrigerated,FedEx,49.22,97.63,11.43,44.53,49691.51,personperson,California,79305,personperson,South Carolina,21562,PackageStatus.OUT_FOR_DELIVERY,2025-05-06 00:06:16,,True,,False,"Refrigerated package weighing 49.22kg, dimensions: 97.63x11.43x44.53cm, volume: 49691.51cm³"
USP300214073,International,USPS,7.59,23.51,53.29,6.86,8594.54,person personperson,Pennsylvania,73998,personperson,Iowa,04557,PackageStatus.DELIVERED,2025-05-15 05:57:18,,False,,False,"International package weighing 7.59kg, dimensions: 23.51x53.29x6.86cm, volume: 8594.54cm³"
UPS686158785,International,UPS,27.6,59.47,7.05,50.98,21374.05,personperson,North Carolina,37648,personperson,Arkansas,38521,PackageStatus.DELIVERED,2025-05-14 23:28:38,,False,,True,"International package weighing 27.6kg, dimensions: 59.47x7.05x50.98cm, volume: 21374.05cm³"
UPS719393301,Standard,UPS,11.01,50.72,86.39,49.71,217814.35,personperson,New Jersey,80556,personperson,Utah,43334,PackageStatus.IN_TRANSIT,2025-05-13 09:50:18,,False,4995.4,True,"Standard package weighing 11.01kg, dimensions: 50.72x86.39x49.71cm, volume: 217814.35cm³"
UPS241343972,Overnight,UPS,38.84,61.52,47.41,89.3,260458.02,person person,New York,18247,person personperson,Iowa,20063,PackageStatus.PROCESSING,2025-05-11 12:13:34,,False,3858.06,False,"Overnight package weighing 38.84kg, dimensions: 61.52x47.41x89.3cm, volume: 260458.02cm³"
USP718585780,Priority,USPS,47.9,23.0,60.51,27.4,38133.4,personperson,Nevada,48243,personperson,New Jersey,98997,PackageStatus.IN_TRANSIT,2025-05-05 21:54:19,,False,,False,"Priority package weighing 47.9kg, dimensions: 23.0x60.51x27.4cm, volume: 38133.4cm³"
DHL410661804,Fragile,DHL,28.24,35.38,66.52,77.31,181947.35,person person,South Dakota,96799,person personperson,New York,63479,PackageStatus.EXCEPTION,2025-05-13 18:56:05,,True,790.29,False,"Fragile package weighing 28.24kg, dimensions: 35.38x66.52x77.31cm, volume: 181947.35cm³"
UPS930415359,Priority,UPS,22.66,86.4,29.38,21.92,55642.43,person personperson,Pennsylvania,25766,person person,South Dakota,33983,PackageStatus.OUT_FOR_DELIVERY,2025-05-13 17:31:54,,False,,False,"Priority package weighing 22.66kg, dimensions: 86.4x29.38x21.92cm, volume: 55642.43cm³"
Fed227945545,Standard,FedEx,5.89,72.97,31.05,29.31,66408.21,person person,New Hampshire,02346,personperson,West Virginia,43530,PackageStatus.DELIVERED,2025-05-01 07:50:10,,False,,False,"Standard package weighing 5.89kg, dimensions: 72.97x31.05x29.31cm, volume: 66408.21cm³"
Fed990407018,Express,FedEx,44.19,75.26,66.83,99.88,502359.02,personperson,Illinois,67169,personperson,Mississippi,09487,PackageStatus.OUT_FOR_DELIVERY,2025-05-14 13:35:20,,False,,False,"Express package weighing 44.19kg, dimensions: 75.26x66.83x99.88cm, volume: 502359.02cm³"
DHL231760744,Refrigerated,DHL,35.83,78.27,53.3,42.86,178802.96,personperson,Oregon,36907,personperson,Montana,84501,PackageStatus.IN_TRANSIT,2025-05-11 11:19:07,,True,1553.49,True,"Refrigerated package weighing 35.83kg, dimensions: 78.27x53.3x42.86cm, volume: 178802.96cm³"
USP815861290,International,USPS,34.9,22.3,43.5,50.42,48909.92,personperson,North Carolina,30479,personperson,Michigan,16862,PackageStatus.DELIVERED,2025-05-10 00:38:14,,False,,False,"International package weighing 34.9kg, dimensions: 22.3x43.5x50.42cm, volume: 48909.92cm³"
UPS896923710,International,UPS,16.57,42.63,74.04,89.88,283690.51,personperson,Iowa,57392,personperson,Wisconsin,14920,PackageStatus.DELIVERED,2025-05-12 09:42:35,,False,,True,"International package weighing 16.57kg, dimensions: 42.63x74.04x89.88cm, volume: 283690.51cm³"
Fed455512532,Priority,FedEx,27.27,40.38,94.55,28.19,107627.42,personperson,Indiana,66112,person person,North Carolina,88506,PackageStatus.EXCEPTION,2025-05-09 21:02:27,,False,,False,"Priority package weighing 27.27kg, dimensions: 40.38x94.55x28.19cm, volume: 107627.42cm³"
Fed484892263,International,FedEx,43.99,19.55,8.77,8.1,1388.77,personperson,Virginia,78973,personperson,Florida,30806,PackageStatus.DELIVERED,2025-05-10 08:27:00,,False,,False,"International package weighing 43.99kg, dimensions: 19.55x8.77x8.1cm, volume: 1388.77cm³"
Ama768975120,Standard,Amazon Logistics,28.54,97.06,52.95,41.78,214721.08,person person,Iowa,51473,person person,Mississippi,74931,PackageStatus.EXCEPTION,2025-05-15 19:46:42,,False,,False,"Standard package weighing 28.54kg, dimensions: 97.06x52.95x41.78cm, volume: 214721.08cm³"
DHL198944393,Standard,DHL,41.55,33.11,27.71,80.79,74123.06,personperson,Connecticut,40435,person personperson,Idaho,87011,PackageStatus.DELIVERED,2025-05-06 12:58:46,,False,,True,"Standard package weighing 41.55kg, dimensions: 33.11x27.71x80.79cm, volume: 74123.06cm³"
DHL95004203,Refrigerated,DHL,41.26,9.53,63.76,86.76,52718.22,person person,Oklahoma,40739,personperson,Arkansas,59033,PackageStatus.OUT_FOR_DELIVERY,2025-05-01 06:31:43,,True,3235.23,True,"Refrigerated package weighing 41.26kg, dimensions: 9.53x63.76x86.76cm, volume: 52718.22cm³"
DHL83932240,Refrigerated,DHL,25.51,69.65,38.8,67.21,181629.65,person personperson,Vermont,65253,person person,Pennsylvania,15357,PackageStatus.IN_TRANSIT,2025-05-08 22:06:50,,True,,True,"Refrigerated package weighing 25.51kg, dimensions: 69.65x38.8x67.21cm, volume: 181629.65cm³"
USP205397422,Overnight,USPS,8.97,26.38,23.42,26.96,16656.42,personperson,Iowa,98479,personperson,Maine,52849,PackageStatus.PROCESSING,2025-05-01 11:52:01,,False,,False,"Overnight package weighing 8.97kg, dimensions: 26.38x23.42x26.96cm, volume: 16656.42cm³"
UPS246635997,International,UPS,25.19,54.74,14.95,91.82,75142.09,personperson,Indiana,07399,person person,Texas,30042,PackageStatus.DELIVERED,2025-05-05 16:18:38,,False,,True,"International package weighing 25.19kg, dimensions: 54.74x14.95x91.82cm, volume: 75142.09cm³"
USP583708105,Hazardous Materials,USPS,4.83,97.0,82.35,59.66,476561.1,person personperson,Iowa,05142,person person,New Hampshire,70023,PackageStatus.DELIVERED,2025-05-07 09:04:55,,True,,False,"Hazardous Materials package weighing 4.83kg, dimensions: 97.0x82.35x59.66cm, volume: 476561.1cm³"
Ama208129652,Express,Amazon Logistics,39.7,72.81,75.73,8.94,49294.28,person personperson,Louisiana,03085,personperson,Kansas,17670,PackageStatus.OUT_FOR_DELIVERY,2025-05-16 23:23:44,,False,,True,"Express package weighing 39.7kg, dimensions: 72.81x75.73x8.94cm, volume: 49294.28cm³"
Ama257295500,Overnight,Amazon Logistics,23.62,8.07,58.87,97.45,46296.63,person personperson,Iowa,08436,personperson,Oregon,61494,PackageStatus.IN_TRANSIT,2025-05-10 16:46:30,,False,2681.15,False,"Overnight package weighing 23.62kg, dimensions: 8.07x58.87x97.45cm, volume: 46296.63cm³"
Ama402702230,Hazardous Materials,Amazon Logistics,12.29,13.52,49.87,28.05,18912.5,personperson,Alabama,63131,personperson,Tennessee,49719,PackageStatus.DELIVERED,2025-05-07 18:16:06,,True,1184.51,True,"Hazardous Materials package weighing 12.29kg, dimensions: 13.52x49.87x28.05cm, volume: 18912.5cm³"
USP192053825,Overnight,USPS,1.17,27.9,13.69,66.01,25212.59,person person,Idaho,90694,person personperson,North Dakota,01699,PackageStatus.IN_TRANSIT,2025-05-04 08:49:06,,False,1530.63,True,"Overnight package weighing 1.17kg, dimensions: 27.9x13.69x66.01cm, volume: 25212.59cm³"
Fed315884485,Priority,FedEx,27.87,24.81,8.71,32.77,7081.44,personperson,Utah,74000,person personperson,Alaska,89852,PackageStatus.OUT_FOR_DELIVERY,2025-05-03 19:15:24,,False,,False,"Priority package weighing 27.87kg, dimensions: 24.81x8.71x32.77cm, volume: 7081.44cm³"
USP939323661,Refrigerated,USPS,41.4,30.1,43.8,66.87,88160.07,personperson,Delaware,19821,person personperson,Maryland,22077,PackageStatus.IN_TRANSIT,2025-05-13 10:28:14,,True,,False,"Refrigerated package weighing 41.4kg, dimensions: 30.1x43.8x66.87cm, volume: 88160.07cm³"
DHL689749171,Hazardous Materials,DHL,30.1,81.04,85.38,16.18,111952.58,person person,New York,19012,personperson,Virginia,77244,PackageStatus.DELIVERED,2025-05-15 13:08:27,,True,,False,"Hazardous Materials package weighing 30.1kg, dimensions: 81.04x85.38x16.18cm, volume: 111952.58cm³"
UPS135019118,International,UPS,42.99,60.16,14.02,53.7,45292.9,person person,New Mexico,31285,personperson,Colorado,75566,PackageStatus.DELIVERED,2025-05-17 11:34:38,,False,,False,"International package weighing 42.99kg, dimensions: 60.16x14.02x53.7cm, volume: 45292.9cm³"
Ama450850470,Refrigerated,Amazon Logistics,36.87,93.16,12.12,85.0,95973.43,person person,Idaho,93380,person person,California,54798,PackageStatus.DELIVERED,2025-05-17 01:54:58,,True,,False,"Refrigerated package weighing 36.87kg, dimensions: 93.16x12.12x85.0cm, volume: 95973.43cm³"
Fed559448,International,FedEx,47.12,80.76,81.23,62.06,407121.97,person personperson,Virginia,04127,personperson,New Mexico,42955,PackageStatus.DELIVERED,2025-05-11 12:01:39,,False,,False,"International package weighing 47.12kg, dimensions: 80.76x81.23x62.06cm, volume: 407121.97cm³"
USP578748206,International,USPS,22.79,65.23,95.87,7.73,48340.33,personperson,Oregon,19602,personperson,Missouri,70179,PackageStatus.DELIVERED,2025-05-16 09:51:39,,False,3120.68,False,"International package weighing 22.79kg, dimensions: 65.23x95.87x7.73cm, volume: 48340.33cm³"
Fed101807743,Standard,FedEx,11.22,17.87,64.03,13.43,15366.82,personperson,Maine,10688,personperson,Rhode Island,15415,PackageStatus.IN_TRANSIT,2025-05-17 12:51:00,,False,,True,"Standard package weighing 11.22kg, dimensions: 17.87x64.03x13.43cm, volume: 15366.82cm³"
UPS191231693,Standard,UPS,28.54,57.28,42.92,90.41,222269.15,person person,Maine,05672,person personperson,Washington,36402,PackageStatus.DELIVERED,2025-05-16 04:17:42,,False,,False,"Standard package weighing 28.54kg, dimensions: 57.28x42.92x90.41cm, volume: 222269.15cm³"
Fed278571681,Priority,FedEx,4.55,65.64,47.6,89.17,278608.45,person personperson,Oregon,71063,personperson,West Virginia,20203,PackageStatus.IN_TRANSIT,2025-05-08 08:56:53,,False,,False,"Priority package weighing 4.55kg, dimensions: 65.64x47.6x89.17cm, volume: 278608.45cm³"
Fed997020360,Priority,FedEx,45.29,38.36,44.54,45.13,77107.06,person person,Tennessee,84215,personperson,Indiana,38978,PackageStatus.IN_TRANSIT,2025-05-12 21:23:44,,False,4693.92,False,"Priority package weighing 45.29kg, dimensions: 38.36x44.54x45.13cm, volume: 77107.06cm³"
UPS319882655,Hazardous Materials,UPS,24.24,49.02,42.08,61.31,126467.91,person personperson,Arkansas,00525,personperson,New York,26445,PackageStatus.DELIVERED,2025-05-06 22:25:23,,True,,False,"Hazardous Materials package weighing 24.24kg, dimensions: 49.02x42.08x61.31cm, volume: 126467.91cm³"
Ama819587202,Priority,Amazon Logistics,23.32,81.59,93.8,10.74,82194.75,personperson,Illinois,14457,person personperson,Massachusetts,85343,PackageStatus.IN_TRANSIT,2025-05-01 20:55:20,,False,,True,"Priority package weighing 23.32kg, dimensions: 81.59x93.8x10.74cm, volume: 82194.75cm³"
USP201102107,Standard,USPS,12.38,54.02,91.96,87.98,437056.42,personperson,Colorado,57178,person person,Maine,84989,PackageStatus.OUT_FOR_DELIVERY,2025-05-08 04:17:00,,False,,False,"Standard package weighing 12.38kg, dimensions: 54.02x91.96x87.98cm, volume: 437056.42cm³"
DHL503285923,International,DHL,41.56,47.5,93.59,19.4,86243.18,personperson,Idaho,30307,person personperson,Kansas,73941,PackageStatus.DELIVERED,2025-05-13 17:20:57,,False,2568.1,False,"International package weighing 41.56kg, dimensions: 47.5x93.59x19.4cm, volume: 86243.18cm³"
Ama409625045,Fragile,Amazon Logistics,24.92,79.68,27.9,65.06,144633.06,personperson,North Dakota,08111,personperson,North Dakota,70542,PackageStatus.DELIVERED,2025-05-01 10:32:38,,True,,False,"Fragile package weighing 24.92kg, dimensions: 79.68x27.9x65.06cm, volume: 144633.06cm³"
DHL644237077,Priority,DHL,38.08,88.32,42.22,63.56,237007.0,person person,Hawaii,21809,person person,Illinois,45699,PackageStatus.OUT_FOR_DELIVERY,2025-05-02 15:26:35,,False,,True,"Priority package weighing 38.08kg, dimensions: 88.32x42.22x63.56cm, volume: 237007.0cm³"
UPS17482543,Fragile,UPS,1.8,29.54,65.56,89.46,173252.03,person personperson,Arkansas,87073,person personperson,Wyoming,43262,PackageStatus.RETURNED,2025-05-03 11:12:51,,True,3960.28,False,"Fragile package weighing 1.8kg, dimensions: 29.54x65.56x89.46cm, volume: 173252.03cm³"
DHL932454478,Hazardous Materials,DHL,8.12,92.01,31.58,54.55,158504.61,person personperson,Virginia,85745,person person,Texas,83531,PackageStatus.DELIVERED,2025-05-15 17:37:29,,True,339.54,True,"Hazardous Materials package weighing 8.12kg, dimensions: 92.01x31.58x54.55cm, volume: 158504.61cm³"
USP841041961,International,USPS,11.56,7.37,78.42,29.33,16951.43,person personperson,Arkansas,11593,personperson,Maine,29357,PackageStatus.DELIVERED,2025-05-03 10:16:03,,False,,True,"International package weighing 11.56kg, dimensions: 7.37x78.42x29.33cm, volume: 16951.43cm³"
Fed298612475,Refrigerated,FedEx,16.62,46.31,51.21,86.1,204189.17,person personperson,Arkansas,33947,person personperson,North Dakota,26150,PackageStatus.DELIVERED,2025-05-01 19:25:58,,True,,False,"Refrigerated package weighing 16.62kg, dimensions: 46.31x51.21x86.1cm, volume: 204189.17cm³"
UPS71609266,Standard,UPS,38.35,8.05,29.89,54.86,13200.11,personperson,Nevada,51868,personperson,Iowa,93042,PackageStatus.OUT_FOR_DELIVERY,2025-05-08 02:16:12,,False,,True,"Standard package weighing 38.35kg, dimensions: 8.05x29.89x54.86cm, volume: 13200.11cm³"
Ama379009947,Standard,Amazon Logistics,35.06,44.06,87.45,42.07,162097.69,personperson,California,12487,personperson,Pennsylvania,39707,PackageStatus.OUT_FOR_DELIVERY,2025-05-10 10:03:20,,False,,True,"Standard package weighing 35.06kg, dimensions: 44.06x87.45x42.07cm, volume: 162097.69cm³"
UPS111772546,International,UPS,41.29,84.26,78.49,33.13,219107.49,person person,Vermont,19711,personperson,Rhode Island,34580,PackageStatus.DELIVERED,2025-05-09 10:33:38,,False,,False,"International package weighing 41.29kg, dimensions: 84.26x78.49x33.13cm, volume: 219107.49cm³"
USP315337884,Standard,USPS,25.93,26.93,63.17,98.59,167718.16,person personperson,Arkansas,98997,personperson,Tennessee,31219,PackageStatus.OUT_FOR_DELIVERY,2025-05-06 06:27:41,,False,,False,"Standard package weighing 25.93kg, dimensions: 26.93x63.17x98.59cm, volume: 167718.16cm³"
DHL970116644,International,DHL,6.91,22.0,89.2,60.28,118293.47,personperson,Georgia,55596,personperson,Georgia,02553,PackageStatus.DELIVERED,2025-05-14 03:58:30,,False,,False,"International package weighing 6.91kg, dimensions: 22.0x89.2x60.28cm, volume: 118293.47cm³"
DHL166934696,Standard,DHL,16.02,53.03,93.47,84.3,417851.0,person personperson,Kentucky,95141,person person,Idaho,60371,PackageStatus.EXCEPTION,2025-05-09 05:15:17,,False,,False,"Standard package weighing 16.02kg, dimensions: 53.03x93.47x84.3cm, volume: 417851.0cm³"
DHL72079057,Refrigerated,DHL,27.87,24.18,86.4,74.92,156519.27,person person,Montana,75807,personperson,Minnesota,97913,PackageStatus.OUT_FOR_DELIVERY,2025-05-15 21:36:57,,True,3016.99,False,"Refrigerated package weighing 27.87kg, dimensions: 24.18x86.4x74.92cm, volume: 156519.27cm³"
Ama953102496,International,Amazon Logistics,45.45,56.16,17.21,75.71,73174.74,person personperson,Iowa,47344,personperson,New York,77376,PackageStatus.DELIVERED,2025-05-15 01:43:42,,False,,False,"International package weighing 45.45kg, dimensions: 56.16x17.21x75.71cm, volume: 73174.74cm³"
UPS9195945,Express,UPS,16.73,27.73,48.34,41.85,56098.59,personperson,New York,49024,personperson,Kansas,53241,PackageStatus.OUT_FOR_DELIVERY,2025-05-11 03:25:09,,False,1623.5,False,"Express package weighing 16.73kg, dimensions: 27.73x48.34x41.85cm, volume: 56098.59cm³"
Ama574190857,International,Amazon Logistics,47.33,43.85,8.04,54.63,19260.03,person person,Texas,37854,person personperson,Ohio,14832,PackageStatus.DELIVERED,2025-05-05 02:38:20,,False,,True,"International package weighing 47.33kg, dimensions: 43.85x8.04x54.63cm, volume: 19260.03cm³"
DHL254733741,Overnight,DHL,38.76,36.38,81.63,23.93,71064.91,person person,Indiana,96585,person person,Idaho,14901,PackageStatus.IN_TRANSIT,2025-05-08 12:18:02,,False,1770.45,False,"Overnight package weighing 38.76kg, dimensions: 36.38x81.63x23.93cm, volume: 71064.91cm³"
Fed484233155,Fragile,FedEx,2.03,26.3,38.4,46.08,46537.11,personperson,Georgia,43014,person person,North Carolina,23718,PackageStatus.OUT_FOR_DELIVERY,2025-05-14 14:12:25,,True,,True,"Fragile package weighing 2.03kg, dimensions: 26.3x38.4x46.08cm, volume: 46537.11cm³"
DHL615105925,Express,DHL,2.67,64.98,61.47,27.43,109564.21,personperson,Iowa,53903,personperson,Maine,08092,PackageStatus.DELIVERED,2025-05-02 18:35:31,,False,856.56,True,"Express package weighing 2.67kg, dimensions: 64.98x61.47x27.43cm, volume: 109564.21cm³"
UPS170321241,International,UPS,31.97,80.14,43.16,18.61,64369.06,person person,Arkansas,85742,personperson,Florida,61783,PackageStatus.DELIVERED,2025-05-10 17:51:07,,False,,False,"International package weighing 31.97kg, dimensions: 80.14x43.16x18.61cm, volume: 64369.06cm³"
DHL782632898,Standard,DHL,15.94,44.94,48.62,42.99,93932.41,personperson,Hawaii,65296,personperson,Indiana,72141,PackageStatus.OUT_FOR_DELIVERY,2025-05-13 19:46:39,,False,,True,"Standard package weighing 15.94kg, dimensions: 44.94x48.62x42.99cm, volume: 93932.41cm³"
UPS633998033,Overnight,UPS,38.71,99.52,88.25,84.12,738795.68,personperson,Georgia,82035,person person,Massachusetts,86469,PackageStatus.IN_TRANSIT,2025-05-07 21:15:49,,False,,False,"Overnight package weighing 38.71kg, dimensions: 99.52x88.25x84.12cm, volume: 738795.68cm³"
Fed310040566,Overnight,FedEx,12.31,85.11,96.81,79.5,655040.18,person person,Texas,72753,personperson,Mississippi,03388,PackageStatus.IN_TRANSIT,2025-05-02 06:20:57,,False,2328.73,False,"Overnight package weighing 12.31kg, dimensions: 85.11x96.81x79.5cm, volume: 655040.18cm³"
UPS296384595,International,UPS,2.51,11.28,25.35,97.51,27882.79,person personperson,Vermont,60440,personperson,Virginia,70876,PackageStatus.DELIVERED,2025-05-07 17:47:39,,False,,False,"International package weighing 2.51kg, dimensions: 11.28x25.35x97.51cm, volume: 27882.79cm³"
Ama820842292,Standard,Amazon Logistics,3.98,36.39,86.01,72.49,226886.73,personperson,Oregon,72105,personperson,Wisconsin,32696,PackageStatus.DELIVERED,2025-05-01 04:36:35,,False,4117.86,False,"Standard package weighing 3.98kg, dimensions: 36.39x86.01x72.49cm, volume: 226886.73cm³"
UPS345123874,Overnight,UPS,30.7,17.18,68.73,46.72,55166.11,person personperson,Tennessee,23623,personperson,Georgia,92459,PackageStatus.IN_TRANSIT,2025-05-01 13:08:45,,False,,False,"Overnight package weighing 30.7kg, dimensions: 17.18x68.73x46.72cm, volume: 55166.11cm³"
DHL795311181,Overnight,DHL,39.34,63.96,44.94,67.68,194536.85,person personperson,Illinois,97174,personperson,West Virginia,87025,PackageStatus.IN_TRANSIT,2025-05-12 20:26:35,,False,1613.33,True,"Overnight package weighing 39.34kg, dimensions: 63.96x44.94x67.68cm, volume: 194536.85cm³"
UPS529732017,International,UPS,32.12,27.57,15.74,42.4,18399.56,person personperson,Washington,34701,personperson,Wisconsin,80989,PackageStatus.DELIVERED,2025-05-06 18:12:52,,False,,False,"International package weighing 32.12kg, dimensions: 27.57x15.74x42.4cm, volume: 18399.56cm³"
Fed298794679,Priority,FedEx,41.39,17.14,68.89,25.74,30393.14,personperson,Mississippi,73576,person personperson,Colorado,69913,PackageStatus.OUT_FOR_DELIVERY,2025-05-04 04:37:58,,False,,False,"Priority package weighing 41.39kg, dimensions: 17.14x68.89x25.74cm, volume: 30393.14cm³"
UPS972032019,Fragile,UPS,26.15,88.67,60.86,30.97,167128.25,person personperson,Indiana,05192,person person,Indiana,34483,PackageStatus.DELIVERED,2025-05-03 03:09:16,,True,,False,"Fragile package weighing 26.15kg, dimensions: 88.67x60.86x30.97cm, volume: 167128.25cm³"
USP756371581,Standard,USPS,18.84,17.11,96.24,92.78,152777.71,personperson,Illinois,19988,personperson,Kansas,81796,PackageStatus.OUT_FOR_DELIVERY,2025-05-15 12:23:39,,False,1991.21,False,"Standard package weighing 18.84kg, dimensions: 17.11x96.24x92.78cm, volume: 152777.71cm³"
Ama45373841,Refrigerated,Amazon Logistics,14.94,64.43,55.01,84.84,300697.93,person person,Idaho,15496,personperson,California,26587,PackageStatus.IN_TRANSIT,2025-05-06 12:35:43,,True,,False,"Refrigerated package weighing 14.94kg, dimensions: 64.43x55.01x84.84cm, volume: 300697.93cm³"
USP99446308,Fragile,USPS,11.11,14.2,85.74,66.88,81426.94,personperson,Wyoming,06499,person personperson,Utah,64928,PackageStatus.IN_TRANSIT,2025-05-04 15:52:01,,True,,False,"Fragile package weighing 11.11kg, dimensions: 14.2x85.74x66.88cm, volume: 81426.94cm³"
Fed289833675,Overnight,FedEx,0.64,96.09,27.04,55.94,145347.43,person personperson,Alabama,89670,person person,Alabama,84399,PackageStatus.IN_TRANSIT,2025-05-02 06:10:47,,False,4931.13,False,"Overnight package weighing 0.64kg, dimensions: 96.09x27.04x55.94cm, volume: 145347.43cm³"
Fed463395683,International,FedEx,31.45,21.82,17.5,52.26,19955.48,personperson,Massachusetts,89118,personperson,New Mexico,50116,PackageStatus.DELIVERED,2025-05-04 11:59:28,,False,,False,"International package weighing 31.45kg, dimensions: 21.82x17.5x52.26cm, volume: 19955.48cm³"
USP748160543,Express,USPS,11.32,22.83,83.29,47.92,91120.39,person person,North Carolina,81527,personperson,North Carolina,35277,PackageStatus.EXCEPTION,2025-05-15 10:46:29,,False,,False,"Express package weighing 11.32kg, dimensions: 22.83x83.29x47.92cm, volume: 91120.39cm³"
USP457789775,Overnight,USPS,11.64,18.5,83.04,10.97,16852.55,person person,Maine,31075,personperson,Connecticut,96564,PackageStatus.PROCESSING,2025-05-16 09:57:19,,False,,True,"Overnight package weighing 11.64kg, dimensions: 18.5x83.04x10.97cm, volume: 16852.55cm³"
UPS278220474,Refrigerated,UPS,37.94,86.6,96.03,21.57,179380.39,person person,Florida,63514,person personperson,Florida,95496,PackageStatus.OUT_FOR_DELIVERY,2025-05-17 05:19:48,,True,,True,"Refrigerated package weighing 37.94kg, dimensions: 86.6x96.03x21.57cm, volume: 179380.39cm³"
USP652743403,Fragile,USPS,49.93,91.4,65.78,63.16,379736.36,person person,California,12085,person person,Illinois,07014,PackageStatus.DELIVERED,2025-05-07 16:37:21,,True,,False,"Fragile package weighing 49.93kg, dimensions: 91.4x65.78x63.16cm, volume: 379736.36cm³"
DHL628820787,Refrigerated,DHL,23.69,12.07,68.38,8.06,6652.29,person person,West Virginia,02016,personperson,Texas,38153,PackageStatus.DELIVERED,2025-05-09 07:41:22,,True,2828.54,False,"Refrigerated package weighing 23.69kg, dimensions: 12.07x68.38x8.06cm, volume: 6652.29cm³"
Fed553808893,Hazardous Materials,FedEx,8.5,45.8,79.67,40.2,146685.22,personperson,Massachusetts,63468,personperson,Georgia,73841,PackageStatus.DELIVERED,2025-05-01 13:57:48,,True,,False,"Hazardous Materials package weighing 8.5kg, dimensions: 45.8x79.67x40.2cm, volume: 146685.22cm³"
USP397029952,Overnight,USPS,28.77,22.28,84.33,59.68,112131.1,person person,North Carolina,13990,person person,Arizona,21361,PackageStatus.IN_TRANSIT,2025-05-06 16:31:00,,False,,True,"Overnight package weighing 28.77kg, dimensions: 22.28x84.33x59.68cm, volume: 112131.1cm³"
